YEAR,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,HWY (L/100 km),COMB (L/100 km),COMB (mpg),EMISSIONS
2000,VOLVO,S70 T5 TURBO,MID-SIZE,2.3,5,A4,Z,12.4,8.0,10.4,27,239
2000,VOLVO,S70 T5 TURBO,MID-SIZE,2.3,5,M5,Z,11.5,7.8,9.8,29,225
2000,VOLVO,S80 2.9,MID-SIZE,2.9,6,A4,Z,12.9,8.4,10.9,26,251
2000,VOLVO,S80 T-6,MID-SIZE,2.8,6,AS4,Z,13.5,8.7,11.3,25,260
2000,VOLVO,V70,STATION WAGON - MID-SIZE,2.4,5,A5,Z,11.7,7.8,9.9,29,228
2000,VOLVO,V70,STATION WAGON - MID-SIZE,2.4,5,M5,Z,11.1,7.5,9.5,30,218
2000,VOLVO,V70 AWD TURBO,STATION WAGON - MID-SIZE,2.4,5,A4,Z,12.8,8.7,11.0,26,253
2000,VOLVO,V70 GLT TURBO,STATION WAGON - MID-SIZE,2.4,5,A4,Z,12.1,8.2,10.3,27,237
2000,VOLVO,V70 T5 TURBO,STATION WAGON - MID-SIZE,2.3,5,A4,Z,12.4,8.0,10.4,27,239
2000,VOLVO,V70 T5 TURBO,STATION WAGON - MID-SIZE,2.3,5,M5,Z,11.5,7.8,9.8,29,225
2000,VOLVO,V70R AWD TURBO,STATION WAGON - MID-SIZE,2.4,5,A5,Z,13.1,9.2,11.3,25,260
2001,ACURA,1.7EL,COMPACT,1.7,4,A4,X,8.0,6.0,7.1,40,163
2001,ACURA,1.7EL,COMPACT,1.7,4,M5,X,7.7,6.2,7.0,40,161
2001,ACURA,3.2CL,COMPACT,3.2,6,AS5,Z,12.2,7.4,10.0,28,230
2001,ACURA,3.2TL,MID-SIZE,3.2,6,AS5,Z,12.3,7.4,10.1,28,232
2001,ACURA,3.5RL,MID-SIZE,3.5,6,A4,Z,13.4,9.2,11.5,25,264
2001,ACURA,INTEGRA,SUBCOMPACT,1.8,4,A4,X,10.0,7.1,8.7,32,200
2001,ACURA,INTEGRA,SUBCOMPACT,1.8,4,M5,X,9.3,7.0,8.3,34,191
2001,ACURA,INTEGRA GS-R,SUBCOMPACT,1.8,4,M5,Z,9.4,7.1,8.4,34,193
2001,ACURA,MDX,SUV,3.5,6,A5,Z,13.9,9.4,11.9,24,274
2001,ACURA,NSX,TWO-SEATER,3.0,6,AS4,Z,13.7,9.2,11.7,24,269
2001,ACURA,NSX,TWO-SEATER,3.2,6,M6,Z,14.0,9.1,11.8,24,271
2001,AUDI,A4,COMPACT,1.8,4,A5,Z,11.7,7.6,9.9,29,228
2001,AUDI,A4,COMPACT,1.8,4,M5,Z,10.4,6.8,8.8,32,202
2001,AUDI,A4,COMPACT,2.8,6,A5,Z,13.0,8.2,10.8,26,248
2001,AUDI,A4 QUATTRO,COMPACT,1.8,4,A5,Z,11.8,7.9,10.0,28,230
2001,AUDI,A4 QUATTRO,COMPACT,1.8,4,M5,Z,10.8,7.2,9.2,31,212
2001,AUDI,A4 QUATTRO,COMPACT,2.8,6,A5,Z,13.3,8.5,11.1,25,255
2001,AUDI,A4 QUATTRO,COMPACT,2.8,6,M5,Z,12.7,8.7,10.9,26,251
2001,AUDI,A6,MID-SIZE,2.8,6,A5,Z,13.4,8.6,11.2,25,258
2001,AUDI,A6 AVANT QUATTRO WAGON,STATION WAGON - MID-SIZE,2.8,6,A5,Z,13.8,9.1,11.7,24,269
2001,AUDI,A6 QUATTRO,MID-SIZE,2.7,6,A5,Z,13.6,8.9,11.5,25,264
2001,AUDI,A6 QUATTRO,MID-SIZE,2.7,6,M6,Z,13.6,9.1,11.6,24,267
2001,AUDI,A6 QUATTRO,MID-SIZE,2.8,6,A5,Z,13.8,9.1,11.7,24,269
2001,AUDI,A6 QUATTRO,MID-SIZE,4.2,8,A5,Z,13.8,8.7,11.5,25,264
2001,AUDI,A8 L,FULL-SIZE,4.2,8,A5,Z,13.8,8.7,11.5,25,264
2001,AUDI,A8 QUATTRO,FULL-SIZE,4.2,8,A5,Z,13.8,8.7,11.5,25,264
2001,AUDI,ALLROAD,SUV,2.7,6,A5,Z,15.4,10.5,13.2,21,304
2001,AUDI,ALLROAD,SUV,2.7,6,M6,Z,14.8,10.4,12.8,22,294
2001,AUDI,S4 QUATTRO,COMPACT,2.7,6,A5,Z,13.6,8.9,11.5,25,264
2001,AUDI,S4 QUATTRO,COMPACT,2.7,6,M6,Z,13.6,9.1,11.6,24,267
2001,AUDI,S8 QUATTRO #,MID-SIZE,4.2,8,A5,Z,16.0,10.1,13.3,21,306
2001,AUDI,TT COUPE QUATTRO,MINICOMPACT,1.8,4,M5,Z,11.6,7.6,9.8,29,225
2001,AUDI,TT COUPE QUATTRO #,MINICOMPACT,1.8,4,M6,Z,11.6,7.7,9.8,29,225
2001,AUDI,TT ROADSTER,TWO-SEATER,1.8,4,M5,Z,10.9,7.3,9.3,30,214
2001,AUDI,TT ROADSTER QUATTRO #,TWO-SEATER,1.8,4,M6,Z,11.6,7.7,9.8,29,225
2001,BMW,320i,COMPACT,2.2,6,A5,Z,11.6,7.4,9.7,29,223
2001,BMW,320i,COMPACT,2.2,6,M5,Z,11.3,7.2,9.5,30,218
2001,BMW,325Ci,SUBCOMPACT,2.5,6,A5,Z,11.8,7.9,10.0,28,230
2001,BMW,325Ci,SUBCOMPACT,2.5,6,M5,Z,11.5,7.3,9.6,29,221
2001,BMW,325Ci CONVERTIBLE,MINICOMPACT,2.5,6,A5,Z,12.2,8.2,10.4,27,239
2001,BMW,325Ci CONVERTIBLE,MINICOMPACT,2.5,6,M5,Z,12.4,8.0,10.4,27,239
2001,BMW,325i,COMPACT,2.5,6,A5,Z,11.8,7.9,10.0,28,230
2001,BMW,325i,COMPACT,2.5,6,M5,Z,11.5,7.3,9.6,29,221
2001,BMW,325xi,COMPACT,2.5,6,A5,Z,12.0,8.4,10.4,27,239
2001,BMW,325xi,COMPACT,2.5,6,M5,Z,12.1,8.0,10.3,27,237
2001,BMW,330Ci,SUBCOMPACT,3.0,6,A5,Z,11.6,7.7,9.8,29,225
2001,BMW,330Ci,SUBCOMPACT,3.0,6,M5,Z,11.3,7.3,9.5,30,218
2001,BMW,330Ci CONVERTIBLE,MINICOMPACT,3.0,6,A5,Z,12.6,8.3,10.7,26,246
2001,BMW,330Ci CONVERTIBLE,MINICOMPACT,3.0,6,M5,Z,12.9,8.7,11.0,26,253
2001,BMW,330i,COMPACT,3.0,6,A5,Z,11.6,7.7,9.8,29,225
2001,BMW,330i,COMPACT,3.0,6,M5,Z,11.3,7.3,9.5,30,218
2001,BMW,330xi,COMPACT,3.0,6,A5,Z,13.0,8.6,11.0,26,253
2001,BMW,330xi,COMPACT,3.0,6,M5,Z,11.9,7.9,10.1,28,232
2001,BMW,525i,COMPACT,2.5,6,A5,Z,11.8,7.9,10.0,28,230
2001,BMW,525i,COMPACT,2.5,6,M5,Z,11.5,7.3,9.6,29,221
2001,BMW,525i SPORT WAGON,STATION WAGON - SMALL,2.5,6,A5,Z,12.2,8.2,10.4,27,239
2001,BMW,525i SPORT WAGON,STATION WAGON - SMALL,2.5,6,M5,Z,12.4,8.0,10.4,27,239
2001,BMW,530i,COMPACT,3.0,6,A5,Z,12.6,8.3,10.7,26,246
2001,BMW,530i,COMPACT,3.0,6,M5,Z,11.3,7.3,9.5,30,218
2001,BMW,540i,COMPACT,4.4,8,A5,Z,13.1,8.8,11.2,25,258
2001,BMW,540i,COMPACT,4.4,8,M6,Z,14.7,9.1,12.2,23,281
2001,BMW,540i SPORT WAGON,STATION WAGON - SMALL,4.4,8,A5,Z,13.9,10.1,12.2,23,281
2001,BMW,740i,MID-SIZE,4.4,8,A5,Z,13.8,9.2,11.7,24,269
2001,BMW,740iL,FULL-SIZE,4.4,8,A5,Z,13.8,9.2,11.7,24,269
2001,BMW,750iL,FULL-SIZE,5.4,12,A5,Z,17.3,10.8,14.4,20,331
2001,BMW,M COUPE,TWO-SEATER,3.2,6,M5,Z,13.6,8.8,11.4,25,262
2001,BMW,M ROADSTER,TWO-SEATER,3.2,6,M5,Z,13.6,8.8,11.4,25,262
2001,BMW,M3,SUBCOMPACT,3.2,6,M6,Z,14.5,9.0,12.0,24,276
2001,BMW,M3 CONVERTIBLE,MINICOMPACT,3.2,6,M6,Z,14.9,9.4,12.4,23,285
2001,BMW,M5,COMPACT,4.9,8,M6,Z,17.5,10.5,14.4,20,331
2001,BMW,X5,SUV,3.0,6,A5,Z,14.7,10.8,12.9,22,297
2001,BMW,X5,SUV,3.0,6,M5,Z,15.6,10.6,13.4,21,308
2001,BMW,X5,SUV,4.4,8,A5,Z,16.4,11.9,14.4,20,331
2001,BMW,Z3,TWO-SEATER,2.5,6,A4,Z,11.8,8.1,10.1,28,232
2001,BMW,Z3,TWO-SEATER,2.5,6,M5,Z,11.8,7.9,10.0,28,230
2001,BMW,Z3,TWO-SEATER,3.0,6,A5,Z,12.0,8.3,10.3,27,237
2001,BMW,Z3,TWO-SEATER,3.0,6,M5,Z,11.2,7.6,9.6,29,221
2001,BMW,Z8,TWO-SEATER,4.9,8,M6,Z,17.5,10.5,14.4,20,331
2001,BUICK,CENTURY,MID-SIZE,3.1,6,A4,X,11.5,7.6,9.7,29,223
2001,BUICK,LESABRE,FULL-SIZE,3.8,6,A4,X,12.3,7.3,10.0,28,230
2001,BUICK,PARK AVENUE,FULL-SIZE,3.8,6,A4,X,12.3,7.3,10.0,28,230
2001,BUICK,PARK AVENUE #,FULL-SIZE,3.8,6,A4,Z,12.9,7.7,10.6,27,244
2001,BUICK,REGAL,MID-SIZE,3.8,6,A4,X,12.7,7.4,10.3,27,237
2001,BUICK,REGAL #,MID-SIZE,3.8,6,A4,Z,12.9,7.7,10.6,27,244
2001,CADILLAC,CATERA,MID-SIZE,3.0,6,A4,Z,13.8,9.2,11.7,24,269
2001,CADILLAC,DEVILLE,FULL-SIZE,4.6,8,A4,Z,14.0,7.9,11.3,25,260
2001,CADILLAC,ELDORADO,MID-SIZE,4.6,8,A4,Z,14.0,7.9,11.3,25,260
2001,CADILLAC,SEVILLE,MID-SIZE,4.6,8,A4,Z,14.0,7.9,11.3,25,260
2001,CHEVROLET,ASTRO CARGO,VAN - CARGO,4.3,6,A4,X,13.8,9.7,12.0,24,276
2001,CHEVROLET,ASTRO CARGO AWD,VAN - CARGO,4.3,6,A4,X,15.5,10.9,13.4,21,308
2001,CHEVROLET,ASTRO PASSENGER,VAN - PASSENGER,4.3,6,A4,X,14.3,10.0,12.4,23,285
2001,CHEVROLET,ASTRO PASSENGER AWD,VAN - PASSENGER,4.3,6,A4,X,16.1,11.8,14.2,20,327
2001,CHEVROLET,BLAZER,SUV,4.3,6,A4,X,13.8,9.7,12.0,24,276
2001,CHEVROLET,BLAZER,SUV,4.3,6,M5,X,15.3,10.4,13.1,22,301
2001,CHEVROLET,BLAZER 4X4,SUV,4.3,6,A4,X,15.5,10.9,13.4,21,308
2001,CHEVROLET,BLAZER 4X4,SUV,4.3,6,M5,X,16.9,12.4,14.9,19,343
2001,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A4,X,14.3,10.0,12.4,23,285
2001,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,M5,X,15.4,10.7,13.3,21,306
2001,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,4.8,8,A4,X,15.3,10.9,13.3,21,306
2001,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,4.8,8,M5,X,16.8,10.9,14.1,20,324
2001,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A4,X,15.8,11.8,14.0,20,322
2001,CHEVROLET,C1500 SUBURBAN,SUV,5.3,8,A4,X,16.9,12.7,15.0,19,345
2001,CHEVROLET,C1500 TAHOE,SUV,4.8,8,A4,X,15.8,11.0,13.6,21,313
2001,CHEVROLET,C1500 TAHOE,SUV,5.3,8,A4,X,16.9,12.7,15.0,19,345
2001,CHEVROLET,CAMARO,SUBCOMPACT,3.8,6,A4,X,12.2,7.1,9.9,29,228
2001,CHEVROLET,CAMARO,SUBCOMPACT,3.8,6,M5,X,12.3,7.0,9.9,29,228
2001,CHEVROLET,CAMARO,SUBCOMPACT,5.7,8,A4,Z,13.1,8.7,11.1,25,255
2001,CHEVROLET,CAMARO,SUBCOMPACT,5.7,8,M6,Z,12.4,8.0,10.4,27,239
2001,CHEVROLET,CAVALIER,COMPACT,2.2,4,A4,X,10.3,7.1,8.9,32,205
2001,CHEVROLET,CAVALIER,COMPACT,2.2,4,M5,X,10.8,6.8,9.0,31,207
2001,CHEVROLET,CAVALIER,COMPACT,2.4,4,A4,X,11.4,7.6,9.7,29,223
2001,CHEVROLET,CAVALIER,COMPACT,2.4,4,M5,X,11.2,6.9,9.3,30,214
2001,CHEVROLET,CAVALIER BI-FUEL,COMPACT,2.2,4,A4,X,10.3,7.1,8.9,32,205
2001,CHEVROLET,CORVETTE,TWO-SEATER,5.7,8,A4,Z,13.1,8.6,11.1,25,255
2001,CHEVROLET,CORVETTE,TWO-SEATER,5.7,8,M6,Z,12.4,7.9,10.4,27,239
2001,CHEVROLET,G15/G25 CHEVY VAN,VAN - CARGO,4.3,6,A4,X,15.9,11.9,14.1,20,324
2001,CHEVROLET,G15/G25 CHEVY VAN,VAN - CARGO,5.0,8,A4,X,16.9,12.5,14.9,19,343
2001,CHEVROLET,G15/G25 CHEVY VAN,VAN - CARGO,5.7,8,A4,X,17.4,12.7,15.3,18,352
2001,CHEVROLET,G1500/G2500 CHEVY EXPRESS,VAN - PASSENGER,4.3,6,A4,X,16.5,12.2,14.6,19,336
2001,CHEVROLET,G1500/G2500 CHEVY EXPRESS,VAN - PASSENGER,5.0,8,A4,X,16.9,12.5,14.9,19,343
2001,CHEVROLET,G1500/G2500 CHEVY EXPRESS,VAN - PASSENGER,5.7,8,A4,X,18.0,12.8,15.7,18,361
2001,CHEVROLET,IMPALA,FULL-SIZE,3.4,6,A4,X,11.0,6.7,9.1,31,209
2001,CHEVROLET,IMPALA,FULL-SIZE,3.8,6,A4,X,12.7,7.4,10.3,27,237
2001,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,15.5,10.9,13.4,21,308
2001,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.3,6,M5,X,16.9,12.4,14.9,19,343
2001,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.8,8,A4,X,15.4,11.6,13.7,21,315
2001,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.8,8,M5,X,18.4,12.6,15.8,18,363
2001,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16.2,12.4,14.5,19,334
2001,CHEVROLET,K1500 SUBURBAN 4X4,SUV,5.3,8,A4,X,17.3,13.2,15.5,18,356
2001,CHEVROLET,K1500 TAHOE 4X4,SUV,4.8,8,A4,X,15.4,11.6,13.7,21,315
2001,CHEVROLET,K1500 TAHOE 4X4,SUV,5.3,8,A4,X,17.1,12.8,15.2,19,350
2001,CHEVROLET,MALIBU,MID-SIZE,3.1,6,A4,X,11.5,7.6,9.7,29,223
2001,CHEVROLET,MONTE CARLO,MID-SIZE,3.4,6,A4,X,11.0,6.7,9.1,31,209
2001,CHEVROLET,MONTE CARLO,MID-SIZE,3.8,6,A4,X,12.7,7.4,10.3,27,237
2001,CHEVROLET,S10,PICKUP TRUCK - SMALL,4.3,6,A4,X,13.8,9.7,12.0,24,276
2001,CHEVROLET,S10,PICKUP TRUCK - SMALL,4.3,6,M5,X,15.3,10.4,13.1,22,301
2001,CHEVROLET,S10 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,16.4,12.4,14.6,19,336
2001,CHEVROLET,S10 4X4,PICKUP TRUCK - STANDARD,4.3,6,M5,X,16.8,12.2,14.7,19,338
2001,CHEVROLET,S10 FFV,PICKUP TRUCK - SMALL,2.2,4,A4,X,12.6,8.5,10.8,26,248
2001,CHEVROLET,S10 FFV,PICKUP TRUCK - SMALL,2.2,4,A4,E,17.7,12.2,15.2,19,243
2001,CHEVROLET,S10 FFV,PICKUP TRUCK - SMALL,2.2,4,M5,X,11.5,7.8,9.8,29,225
2001,CHEVROLET,S10 FFV,PICKUP TRUCK - SMALL,2.2,4,M5,E,15.6,11.0,13.5,21,216
2001,CHEVROLET,TRACKER CONVERTIBLE 4X4,SUV,1.6,4,M5,X,9.2,7.6,8.5,33,196
2001,CHEVROLET,TRACKER CONVERTIBLE 4X4,SUV,2.0,4,A4,X,10.3,8.4,9.4,30,216
2001,CHEVROLET,TRACKER CONVERTIBLE 4X4,SUV,2.0,4,M5,X,10.5,8.4,9.6,29,221
2001,CHEVROLET,TRACKER VAN 4X4,SUV,2.0,4,A4,X,10.3,8.3,9.4,30,216
2001,CHEVROLET,TRACKER VAN 4X4,SUV,2.0,4,M5,X,10.5,8.4,9.6,29,221
2001,CHEVROLET,VENTURE,MINIVAN,3.4,6,A4,X,12.3,8.3,10.5,27,242
2001,CHRYSLER,300M,FULL-SIZE,3.5,6,AS4,X,13.1,8.4,11.0,26,253
2001,CHRYSLER,CONCORDE,FULL-SIZE,2.7,6,A4,X,11.9,7.8,10.1,28,232
2001,CHRYSLER,CONCORDE,FULL-SIZE,3.2,6,A4,X,12.6,8.0,10.5,27,242
2001,CHRYSLER,INTREPID,FULL-SIZE,2.7,6,A4,X,11.9,7.8,10.1,28,232
2001,CHRYSLER,INTREPID,FULL-SIZE,2.7,6,AS4,X,11.8,7.6,9.9,29,228
2001,CHRYSLER,INTREPID,FULL-SIZE,3.2,6,AS4,X,12.6,8.0,10.5,27,242
2001,CHRYSLER,INTREPID,FULL-SIZE,3.5,6,AS4,X,13.1,8.4,11.0,26,253
2001,CHRYSLER,LHS,FULL-SIZE,3.5,6,A4,X,13.1,8.3,10.9,26,251
2001,CHRYSLER,NEON,COMPACT,2.0,4,A3,X,9.9,7.0,8.6,33,198
2001,CHRYSLER,NEON,COMPACT,2.0,4,M5,X,8.6,6.5,7.7,37,177
2001,CHRYSLER,NEON R/T #,COMPACT,2.0,4,M5,X,9.2,6.7,8.1,35,186
2001,CHRYSLER,PT CRUISER,SUV,2.4,4,A4,X,11.9,8.6,10.4,27,239
2001,CHRYSLER,PT CRUISER,SUV,2.4,4,M5,X,11.7,8.3,10.2,28,235
2001,CHRYSLER,SEBRING,MID-SIZE,2.4,4,A4,X,11.7,7.0,9.6,29,221
2001,CHRYSLER,SEBRING,MID-SIZE,2.7,6,A4,X,11.9,7.8,10.1,28,232
2001,CHRYSLER,SEBRING,MID-SIZE,2.7,6,AS4,X,11.8,7.6,9.9,29,228
2001,CHRYSLER,SEBRING CONVERTIBLE,COMPACT,2.7,6,A4,X,11.9,7.8,10.1,28,232
2001,CHRYSLER,SEBRING CONVERTIBLE,COMPACT,2.7,6,AS4,X,11.8,7.6,9.9,29,228
2001,CHRYSLER,SEBRING COUPE,COMPACT,2.4,4,A4,X,11.5,7.9,9.9,29,228
2001,CHRYSLER,SEBRING COUPE,COMPACT,3.0,6,A4,X,12.3,8.0,10.4,27,239
2001,CHRYSLER,SEBRING COUPE,COMPACT,3.0,6,AS4,X,12.3,8.1,10.4,27,239
2001,CHRYSLER,SEBRING COUPE,COMPACT,3.0,6,M5,X,11.6,7.7,9.8,29,225
2001,CHRYSLER,TOWN & COUNTRY,MINIVAN,3.3,6,A4,X,13.3,9.0,11.4,25,262
2001,CHRYSLER,TOWN & COUNTRY,MINIVAN,3.8,6,A4,X,13.7,9.2,11.7,24,269
2001,CHRYSLER,TOWN & COUNTRY AWD,MINIVAN,3.8,6,A4,X,14.0,9.6,12.0,24,276
2001,DAEWOO,LANOS,COMPACT,1.5,4,A4,X,9.9,5.9,8.1,35,186
2001,DAEWOO,LANOS,COMPACT,1.5,4,M5,X,9.0,5.9,7.6,37,175
2001,DAEWOO,LANOS,COMPACT,1.6,4,A4,X,10.2,6.4,8.5,33,196
2001,DAEWOO,LANOS,COMPACT,1.6,4,M5,X,9.1,6.0,7.7,37,177
2001,DAEWOO,LEGANZA,MID-SIZE,2.2,4,A4,X,11.9,7.8,10.1,28,232
2001,DAEWOO,LEGANZA,MID-SIZE,2.2,4,M5,X,11.6,7.4,9.7,29,223
2001,DAEWOO,NUBIRA,COMPACT,2.0,4,A4,X,10.6,7.1,9.0,31,207
2001,DAEWOO,NUBIRA,COMPACT,2.0,4,M5,X,10.5,6.9,8.9,32,205
2001,DAEWOO,NUBIRA WAGON,STATION WAGON - SMALL,2.0,4,A4,X,10.6,7.1,9.0,31,207
2001,DAEWOO,NUBIRA WAGON,STATION WAGON - SMALL,2.0,4,M5,X,10.5,6.9,8.9,32,205
2001,DODGE,CARAVAN,MINIVAN,3.3,6,A4,X,13.3,9.0,11.4,25,262
2001,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,3.9,6,A4,X,15.1,10.7,13.1,22,301
2001,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,3.9,6,M5,X,15.9,10.1,13.3,21,306
2001,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,3.9,6,M5,X,16.2,10.2,13.5,21,310
2001,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,4.7,8,A4,X,16.6,11.1,14.1,20,324
2001,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,4.7,8,M5,X,16.1,10.6,13.6,21,313
2001,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,5.9,8,A4,X,18.8,12.6,16.0,18,368
2001,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,3.9,6,A4,X,16.3,11.9,14.3,20,329
2001,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,3.9,6,M5,X,16.3,10.9,13.9,20,320
2001,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,4.7,8,A4,X,17.7,11.9,15.1,19,347
2001,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,4.7,8,M5,X,16.8,11.6,14.5,19,334
2001,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,5.9,8,A4,X,19.6,12.8,16.5,17,380
2001,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,5.9,8,A4,X,19.9,12.8,16.7,17,384
2001,DODGE,DURANGO 4X4,SUV,4.7,8,A4,X,18.3,12.2,15.6,18,359
2001,DODGE,DURANGO 4X4,SUV,5.9,8,A4,X,19.6,12.8,16.5,17,380
2001,DODGE,DURANGO 5.9 R/T 4X4 #,SUV,5.9,8,A4,Z,19.6,12.8,16.5,17,380
2001,DODGE,GRAND CARAVAN,MINIVAN,3.3,6,A4,X,13.3,9.0,11.4,25,262
2001,DODGE,GRAND CARAVAN,MINIVAN,3.8,6,A4,X,13.7,9.2,11.7,24,269
2001,DODGE,GRAND CARAVAN,MINIVAN,3.8,6,AS4,X,13.7,9.1,11.6,24,267
2001,DODGE,GRAND CARAVAN AWD,MINIVAN,3.8,6,A4,X,14.0,9.6,12.0,24,276
2001,DODGE,GRAND CARAVAN AWD,MINIVAN,3.8,6,AS4,X,14.2,9.5,12.1,23,278
2001,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,3.9,6,A4,X,15.3,10.8,13.3,21,306
2001,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,3.9,6,A4,X,15.2,11.0,13.3,21,306
2001,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,3.9,6,M5,X,16.4,10.5,13.7,21,315
2001,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,3.9,6,M5,X,15.9,10.4,13.4,21,308
2001,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,5.2,8,A4,X,18.2,11.9,15.4,18,354
2001,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,5.2,8,A4,X,18.1,11.7,15.2,19,350
2001,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,5.2,8,M5,X,18.3,11.4,15.2,19,350
2001,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,5.9,8,A4,X,19.4,12.5,16.3,17,375
2001,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,5.9,8,A4,X,19.4,11.9,16.0,18,368
2001,DODGE,RAM 1500 4X4,PICKUP TRUCK - STANDARD,5.2,8,A4,X,19.6,13.3,16.8,17,386
2001,DODGE,RAM 1500 4X4,PICKUP TRUCK - STANDARD,5.2,8,M5,X,20.1,13.1,17.0,17,391
2001,DODGE,RAM 1500 4X4,PICKUP TRUCK - STANDARD,5.9,8,A4,X,19.6,12.5,16.4,17,377
2001,DODGE,RAM 1500 VAN,VAN - CARGO,3.9,6,A3,X,16.0,13.1,14.7,19,338
2001,DODGE,RAM 1500 VAN,VAN - CARGO,5.2,8,A4,X,18.1,11.8,15.3,18,352
2001,DODGE,RAM 1500 VAN,VAN - CARGO,5.9,8,A4,X,19.5,12.5,16.4,17,377
2001,DODGE,RAM 1500 WAGON,VAN - PASSENGER,3.9,6,A3,X,17.1,13.2,15.3,18,352
2001,DODGE,RAM 1500 WAGON,VAN - PASSENGER,5.2,8,A4,X,18.1,11.8,15.3,18,352
2001,DODGE,RAM 2500 VAN,VAN - CARGO,3.9,6,A3,X,17.1,13.2,15.3,18,352
2001,DODGE,RAM 2500 VAN,VAN - CARGO,5.2,8,A4,X,18.1,11.8,15.3,18,352
2001,DODGE,RAM 2500 VAN,VAN - CARGO,5.9,8,A4,X,19.5,12.5,16.4,17,377
2001,DODGE,RAM 2500 VAN CNG,VAN - CARGO,5.2,8,A4,N,18.9,14.0,16.7,17,316
2001,DODGE,RAM 2500 WAGON,VAN - PASSENGER,5.2,8,A4,X,19.4,13.5,16.7,17,384
2001,DODGE,RAM 2500 WAGON,VAN - PASSENGER,5.9,8,A4,X,19.6,12.4,16.4,17,377
2001,DODGE,RAM 2500 WAGON CNG,VAN - PASSENGER,5.2,8,A4,N,19.4,13.8,16.9,17,319
2001,DODGE,VIPER GTS,TWO-SEATER,8.0,10,M6,Z,20.9,10.5,16.2,17,373
2001,DODGE,VIPER RT/10,TWO-SEATER,8.0,10,M6,Z,20.9,10.5,16.2,17,373
2001,FORD,COUGAR,COMPACT,2.5,6,A4,X,11.8,7.5,9.9,29,228
2001,FORD,COUGAR,COMPACT,2.5,6,M5,X,11.4,7.2,9.5,30,218
2001,FORD,CROWN VICTORIA,FULL-SIZE,4.6,8,A4,X,13.3,8.6,11.2,25,258
2001,FORD,CROWN VICTORIA NGV,FULL-SIZE,4.6,8,A4,N,15.6,9.4,12.8,22,242
2001,FORD,E150 CLUB WAGON,VAN - PASSENGER,4.2,6,A4,X,16.2,11.1,13.9,20,320
2001,FORD,E150 CLUB WAGON,VAN - PASSENGER,4.6,8,A4,X,16.3,11.0,13.9,20,320
2001,FORD,E150 CLUB WAGON,VAN - PASSENGER,5.4,8,A4,X,18.3,12.8,15.8,18,363
2001,FORD,E150 VAN,VAN - CARGO,4.2,6,A4,X,16.2,11.1,13.9,20,320
2001,FORD,E150 VAN,VAN - CARGO,4.6,8,A4,X,15.0,10.5,13.0,22,299
2001,FORD,E150 VAN,VAN - CARGO,5.4,8,A4,X,16.1,11.3,13.9,20,320
2001,FORD,E250 VAN,VAN - CARGO,4.2,6,A4,X,16.2,11.1,13.9,20,320
2001,FORD,E250 VAN,VAN - CARGO,5.4,8,A4,X,18.9,13.8,16.6,17,382
2001,FORD,E250 VAN NGV,VAN - CARGO,5.4,8,A4,N,20.1,14.9,17.8,16,336
2001,FORD,ESCAPE,SUV,2.0,4,M5,X,10.0,7.7,9.0,31,207
